max_pf 83 min_pf 45
individual DHm DSm DCp disp_rate patch_no b_patch_no mut_eff DDHm DDCp
0 0.544431 -0.00107748 -0.0908786 0.01 47 47 0 0 0
7 0.544431 -0.00107748 -0.071466 0.01 47 47 0 0 0
10 0.526349 -0.00113228 -0.0514804 0.01 60 60 0 0 0
14 0.520481 -0.00115006 -0.0801933 0.01 60 59 0 0 0
22 0.550309 -0.00105967 -0.0891418 0.01 47 47 0 0 0
26 0.544431 -0.00107748 -0.071466 0.01 47 47 0 0 0
29 0.58347 -0.000959182 -0.0616676 0.01 45 45 0 0 0
30 0.576091 -0.000981541 -0.0602586 0.01 60 60 0 0 0
34 0.533592 -0.00111033 -0.071466 0.01 47 47 0 0 0
35 0.524542 -0.00113775 -0.0514804 0.01 60 60 0 0 0
41 0.544431 -0.00107748 -0.071466 0.01 47 47 0 0 0
53 0.605823 -0.000891445 -0.0591776 0.01 60 60 0 0 0
71 0.544431 -0.00107748 -0.071466 0.01 46 46 0 0 0
82 0.544431 -0.00107748 -0.0908786 0.01 47 48 0 0 0
88 0.554558 -0.00104679 -0.0618675 0.01 60 60 0 0 0
92 0.550028 -0.00106052 -0.071466 0.01 60 60 0 0 0
94 0.562067 -0.00102404 -0.0608716 0.01 60 60 0 0 0
96 0.603468 -0.000898581 -0.0474777 0.01 60 60 0 0 0
102 0.58347 -0.000959182 -0.0616676 0.01 45 45 0 0 0
108 0.58347 -0.000959182 -0.0616676 0.01 45 45 0 0 0
112 0.599339 -0.000911093 -0.0674386 0.01 60 60 0 0 0
123 0.589511 -0.000940876 -0.0693272 0.01 60 60 0 0 0
138 0.544431 -0.00107748 -0.071466 0.01 46 46 0 0 0
143 0.544431 -0.00107748 -0.0316818 0.01 47 47 0 0 0
145 0.575655 -0.000982862 -0.0581678 0.01 81 81 0 0 0
164 0.575655 -0.000982862 -0.0581678 0.01 82 82 0 0 0
188 0.61265 -0.000870759 -0.0591776 0.01 60 60 0 0 0
196 0.583833 -0.000958082 -0.035984 0.01 60 60 0 0 0
202 0.544431 -0.00107748 -0.071466 0.01 46 46 0 0 0
208 0.546183 -0.00107217 -0.071466 0.01 47 47 -0.00117312 0.00175142 0
209 0.575655 -0.000982862 -0.0581678 0.01 81 81 0 0 0
226 0.58347 -0.000959182 -0.0616676 0.01 45 45 0 0 0
230 0.544431 -0.00107748 -0.071466 0.01 47 47 0 0 0
235 0.575655 -0.000982862 -0.0581678 0.01 81 81 0 0 0
241 0.544431 -0.00107748 -0.071466 0.01 47 47 0 0 0
250 0.524542 -0.00113775 -0.0514804 0.01 60 60 0 0 0
252 0.556292 -0.00104154 -0.071466 0.01 47 47 -0.0152308 0.0227003 0
257 0.575655 -0.000982862 -0.0268328 0.01 81 81 0 0 0
262 0.594976 -0.000924316 -0.0797172 0.01 60 60 0 0 0
264 0.562139 -0.00102382 -0.0616676 0.01 45 45 0 0 0
281 0.544431 -0.00107748 -0.071466 0.01 47 47 0 0 0
287 0.583097 -0.000960313 -0.0715034 0.01 60 61 0 0 0
291 0.575655 -0.000982862 -0.0581678 0.01 82 82 0 0 0
308 0.538189 -0.0010964 -0.071466 0.01 47 47 0 0 0
335 0.544431 -0.00107748 -0.0908786 0.01 47 47 0 0 0
339 0.575655 -0.000982862 -0.0581678 0.01 82 82 0 0 0
346 0.583097 -0.000960313 -0.0825965 0.01 60 59 0 0 0
354 0.594171 -0.000926756 -0.0897037 0.01 60 61 0 0 0
360 0.544431 -0.00107748 -0.071466 0.01 47 47 0 0 0
362 0.544431 -0.00107748 -0.071466 0.01 46 46 0 0 0
376 0.544431 -0.00107748 -0.071466 0.01 47 47 0 0 0
377 0.575655 -0.000982862 -0.0581678 0.01 81 81 0 0 0
383 0.564772 -0.00101584 -0.0599316 0.01 60 60 -0.000581205 0.00070715 0
397 0.544431 -0.00107748 -0.084833 0.01 47 48 0 0 0
408 0.58347 -0.000959182 -0.0616676 0.01 45 45 0 0 0
418 0.544431 -0.00107748 -0.071466 0.01 47 47 0 0 0
439 0.549182 -0.00106309 -0.0695452 0.01 60 60 0 0 0
448 0.544431 -0.00107748 -0.071466 0.01 47 47 0 0 0
450 0.544431 -0.00107748 -0.0891418 0.01 47 47 0 0 0
456 0.563441 -0.00101987 -0.071466 0.01 60 60 0 0 0
459 0.520481 -0.00115006 -0.0801933 0.01 60 60 0 0 0
473 0.544431 -0.00107748 -0.071466 0.01 47 47 0 0 0
480 0.533592 -0.00111033 -0.0896579 0.01 47 47 0 0 0
487 0.575655 -0.000982862 -0.0581678 0.01 81 81 0 0 0
490 0.580141 -0.000969269 -0.0369883 0.01 60 60 0 0 0
498 0.544431 -0.00107748 -0.0580776 0.01 47 47 0 0 0
501 0.581653 -0.000964687 -0.0801933 0.01 47 47 0 0 0
517 0.570366 -0.00099889 -0.0801933 0.01 60 60 0 0 0
525 0.575655 -0.000982862 -0.0314803 0.01 81 81 0 0 0
540 0.544431 -0.00107748 -0.071466 0.01 47 47 0 0 0
545 0.58347 -0.000959182 -0.0616676 0.01 45 45 0 0 0
555 0.575655 -0.000982862 -0.0581678 0.01 82 82 0 0 0
556 0.58347 -0.000959182 -0.0616676 0.01 47 46 0 0 0
560 0.58347 -0.000959182 -0.0616676 0.01 45 46 0 0 0
564 0.58347 -0.000959182 -0.0616676 0.01 46 46 0 0 0
570 0.575655 -0.000982862 -0.0581678 0.01 81 81 0 0 0
572 0.575655 -0.000982862 -0.0581678 0.01 82 82 0 0 0
580 0.575655 -0.000982862 -0.0268328 0.01 81 81 0 0 0
581 0.58347 -0.000959182 -0.0616676 0.01 45 45 0 0 0
589 0.544431 -0.00107748 -0.0891418 0.01 46 47 0 0 0
590 0.563525 -0.00101962 -0.071466 0.01 60 60 0 0 0
599 0.544431 -0.00107748 -0.0908786 0.01 47 47 0 0 0
609 0.53658 -0.00110127 -0.0801933 0.01 60 60 0 0 0
617 0.544431 -0.00107748 -0.071466 0.01 47 46 0 0 0
