	time	range_hot	range_cold
0	2000	77	67
1	2002	77	67
2	2004	78	67
3	2006	78	67
4	2008	78	67
5	2010	78	66
6	2012	78	66
7	2014	78	66
8	2016	78	66
9	2018	78	66
10	2020	79	65
11	2022	78	65
12	2024	79	65
13	2026	79	65
14	2028	79	65
15	2030	79	65
16	2032	79	65
17	2034	79	65
18	2036	79	65
19	2038	79	65
20	2040	79	65
21	2042	79	65
22	2044	79	65
23	2046	79	65
24	2048	79	64
25	2050	79	64
26	2052	80	64
27	2054	80	64
28	2056	80	64
29	2058	81	64
30	2060	81	64
31	2062	81	64
32	2064	81	64
33	2066	81	63
34	2068	81	63
35	2070	82	63
36	2072	82	63
37	2074	82	63
38	2076	82	63
39	2078	82	63
40	2080	82	63
41	2082	82	62
42	2084	83	62
43	2086	83	62
44	2088	83	62
45	2090	83	62
46	2092	83	62
47	2094	83	62
48	2096	83	62
49	2098	83	62
50	2100	83	62
51	2102	83	62
52	2104	83	62
53	2106	83	61
54	2108	83	61
55	2110	83	61
56	2112	83	61
57	2114	83	61
58	2116	83	61
59	2118	84	61
60	2120	84	61
61	2122	84	61
62	2124	84	60
63	2126	84	60
64	2128	84	60
65	2130	84	60
66	2132	84	60
67	2134	84	60
68	2136	84	60
69	2138	84	60
70	2140	85	60
71	2142	85	60
72	2144	85	60
73	2146	85	60
74	2148	85	60
75	2150	85	60
76	2152	85	59
77	2154	85	59
78	2156	85	59
79	2158	85	59
80	2160	85	59
81	2162	85	59
82	2164	86	59
83	2166	86	59
84	2168	86	59
85	2170	86	59
86	2172	86	59
87	2174	86	59
88	2176	86	58
89	2178	86	58
90	2180	86	58
91	2182	86	58
92	2184	86	58
93	2186	86	58
94	2188	86	58
95	2190	87	58
96	2192	87	57
97	2194	87	57
98	2196	87	57
99	2198	87	57
100	2200	87	57
101	2202	87	57
102	2204	87	57
103	2206	87	57
104	2208	87	57
105	2210	87	57
106	2212	87	57
107	2214	87	57
108	2216	87	57
109	2218	87	56
110	2220	87	56
111	2222	87	56
112	2224	87	56
113	2226	87	56
114	2228	88	56
115	2230	88	56
116	2232	88	56
117	2234	88	56
118	2236	88	56
119	2238	88	56
120	2240	88	56
121	2242	88	55
122	2244	88	55
123	2246	88	55
124	2248	88	55
125	2250	88	55
126	2252	88	55
127	2254	88	55
128	2256	88	55
129	2258	88	55
130	2260	89	55
131	2262	89	55
132	2264	89	54
133	2266	89	54
134	2268	89	54
135	2270	89	54
136	2272	89	54
137	2274	89	54
138	2276	89	54
139	2278	89	54
140	2280	89	54
141	2282	89	53
142	2284	89	53
143	2286	89	53
144	2288	89	53
145	2290	89	53
146	2292	89	53
147	2294	89	53
148	2296	90	53
149	2298	90	53
150	2300	90	53
151	2302	90	53
152	2304	90	53
153	2306	90	53
154	2308	90	53
155	2310	90	53
156	2312	90	53
157	2314	90	53
158	2316	90	53
159	2318	90	53
160	2320	90	53
161	2322	90	52
162	2324	90	52
163	2326	90	52
164	2328	91	52
165	2330	91	52
166	2332	91	52
167	2334	91	52
168	2336	91	52
169	2338	91	52
170	2340	91	52
171	2342	91	52
172	2344	91	52
173	2346	91	52
174	2348	91	52
175	2350	91	52
176	2352	91	52
177	2354	92	51
178	2356	92	51
179	2358	92	51
180	2360	92	51
181	2362	92	51
182	2364	92	51
183	2366	91	51
184	2368	91	51
185	2370	91	51
186	2372	91	51
187	2374	93	50
188	2376	93	50
189	2378	93	50
190	2380	93	50
191	2382	93	50
192	2384	93	50
193	2386	93	50
194	2388	93	50
195	2390	93	50
196	2392	93	50
197	2394	94	50
198	2396	94	50
199	2398	94	50
200	2400	94	50
201	2402	94	50
202	2404	94	50
203	2406	94	50
204	2408	94	50
205	2410	94	50
206	2412	94	50
207	2414	94	50
208	2416	94	50
209	2418	94	50
210	2420	94	50
211	2422	94	50
212	2424	94	50
213	2426	94	50
214	2428	94	50
215	2430	94	50
216	2432	94	50
217	2434	94	50
218	2436	94	50
219	2438	94	50
220	2440	94	50
221	2442	94	50
222	2444	94	50
223	2446	94	50
224	2448	94	50
225	2450	95	50
226	2452	95	50
227	2454	94	50
228	2456	94	50
229	2458	94	50
230	2460	94	50
231	2462	95	50
232	2464	95	50
233	2466	94	50
234	2468	94	50
235	2470	94	50
236	2472	94	50
237	2474	95	50
238	2476	95	50
239	2478	95	50
240	2480	95	50
241	2482	95	50
242	2484	95	50
243	2486	95	50
244	2488	95	50
245	2490	95	50
246	2492	95	50
247	2494	95	50
248	2496	95	50
249	2498	95	50
250	2500	95	50
251	2502	95	50
252	2504	95	50
